dataset_description,dataset_issued,dataset_modified,dataset_title,download_url,end_date,file_description,file_issued,file_modified,file_title,format,info_url,licence,publisher,source,start_date
"This series comprises correspondence files relating to requests, lodged by various State Schools, for supplies, requisitions, equipment and building facilities (including furniture, teaching materials, lighting, teacher accommodation, etc).

The files also include correspondence relating to the acquisition of land for the establishment or extension of schools, the opening or closure of state schools, etc. Other items attached to the correspondence include rough development plans, costings and briefs, notices of permanent road closures, letters of complaint, etc.

The files contain correspondence between various authorities, namely: the Director-General of Education, Teachers and Principles of the schools concerned, the Department of Administrative Services, the Minister for Education, the Minister for Land Management, the Resources Management Directorate, Shire Councils, Crown Solicitor and the Parliamentary Commission for Administrative Investigations.",2018-02-23T04:52:49Z,2018-09-04T04:21:03Z,Corporate School Files - Works/Facilities (Works Establishment Files) 1871-1998,https://data.qld.gov.au/dataset/c1d5bf09-e06d-49ab-9d84-290840574971/resource/625b5c8f-53a3-4499-ae7b-75d80b6d2ff4/download/corporate-school-files-works-estblishment-1871-1998.json,,"This series comprises correspondence files relating to requests, lodged by various State Schools, for supplies, requisitions, equipment and building facilities (including furniture, teaching materials, lighting, teacher accommodation, etc).

The files also include correspondence relating to the acquisition of land for the establishment or extension of schools, the opening or closure of state schools, etc. Other items attached to the correspondence include rough development plans, costings and briefs, notices of permanent road closures, letters of complaint, etc.

The files contain correspondence between various authorities, namely: the Director-General of Education, Teachers and Principles of the schools concerned, the Department of Administrative Services, the Minister for Education, the Minister for Land Management, the Resources Management Directorate, Shire Councils, Crown Solicitor and the Parliamentary Commission for Administrative Investigations.",2018-09-04T04:21:03Z,2018-09-04T04:21:03Z,Corporate School Files - Works/Facilities (Works Establishment Files) 1871-1998 JSON,JSON,https://data.qld.gov.au/dataset/c1d5bf09-e06d-49ab-9d84-290840574971,Creative Commons Attribution 4.0,Housing and Public Works,Queensland Government,
"This index was compiled from instruments of renunciation files created by the Supreme Court, Southern District, Brisbane from 1915 to 1983. Instruments of renunciation are legal documents where an Executor / Executrix wishes to renounce their administer of a will. Read more about [instruments of renunciation](http://www.archives.qld.gov.au/Researchers/Indexes/Courts/Pages/Renunciation.aspx).",2013-03-04T06:05:30Z,2018-09-04T04:59:51Z,Instruments of renunciation 1915 to 1983,https://data.qld.gov.au/dataset/91bad7e1-cfb4-4466-bccf-887948ca9921/resource/782f6dd9-0d13-43c4-acf8-389883dcd0fa/download/index-to-instruments-of-renunciation-1915-1983.csv,,"This open data file lists the names of the deceased where instruments of renunciation have been lodged by an Executor. Details include the date of death, the date the renunciation was filed and Queensland State Archives' catalogue details.",2013-03-04T00:06:40Z,2018-09-04T04:59:37Z,Instruments of renunciation 1915 to 1983,CSV,https://data.qld.gov.au/dataset/91bad7e1-cfb4-4466-bccf-887948ca9921,Creative Commons Attribution 4.0,Housing and Public Works,Queensland Government,
"This index was compiled from instruments of renunciation files created by the Supreme Court, Southern District, Brisbane from 1915 to 1983. Instruments of renunciation are legal documents where an Executor / Executrix wishes to renounce their administer of a will. Read more about [instruments of renunciation](http://www.archives.qld.gov.au/Researchers/Indexes/Courts/Pages/Renunciation.aspx).",2013-03-04T06:05:30Z,2018-09-04T04:59:51Z,Instruments of renunciation 1915 to 1983,https://data.qld.gov.au/dataset/91bad7e1-cfb4-4466-bccf-887948ca9921/resource/d07d7270-6994-4b19-81ca-54f2e63f6a41/download/index-to-instruments-of-renunciation-1915-1983.json,,"This open data file lists the names of the deceased where instruments of renunciation have been lodged by an Executor. Details include the date of death, the date the renunciation was filed and Queensland State Archives' catalogue details.",2018-09-04T04:59:51Z,2018-09-04T04:59:51Z,Instruments of renunciation 1915 to 1983 JSON,JSON,https://data.qld.gov.au/dataset/91bad7e1-cfb4-4466-bccf-887948ca9921,Creative Commons Attribution 4.0,Housing and Public Works,Queensland Government,
This index was compiled from the personnel details of officers of the  Queensland Government Public Service as taken from the returns for individual officers and public service departments between 1866 and 1867. ,2014-06-24T01:12:19Z,2018-12-20T05:17:24Z,Civil servants 1866 to 1867,https://data.qld.gov.au/dataset/c2201299-0277-46c5-9589-374bf6bcc38f/resource/4614bd84-c2d9-475d-9610-7ca26c78b72b/download/civil-servants-1866-1867.csv,,"This open data file lists the names of Queensland  Government public servants as taken from the returns for individual officers and public service departments between 1866 and 1867. Information also includes the date of birth, occupation, number and Queensland State Archives' catalogue details.",2014-06-24T01:13:37Z,2018-12-20T00:00Z,Civil servants 1866 - 1867,CSV,https://data.qld.gov.au/dataset/c2201299-0277-46c5-9589-374bf6bcc38f,Creative Commons Attribution 4.0,Housing and Public Works,Queensland Government,
"This index was compiled from the Honour Roll kept by the Windsor Town Council between 1914 and 1925, and from additional soldier research completed by Queensland State Archives staff and volunteers. Read more about the [Honour Roll](http://archives.qld.gov.au/Researchers/Indexes/war/Pages/windsor.aspx).",2015-11-24T05:31:47Z,2018-09-04T04:44:47Z,Windsor Town Council Honour Roll 1914 to 1925,https://data.qld.gov.au/dataset/a47fa641-6d03-426b-998d-c18534c46c67/resource/f0c7c4fa-b5b6-434f-b098-3275cb3fb361/download/windsor-honour-roll-1914-1925.csv,,"This open data file lists the names of civilians serving in the First World War as recorded in the Windsor Town Council Honour Roll for the period 1914 to 1925 . Information also includes the rank, honours, Service Number and Queensland State Archives' catalogue details.",2015-11-24T05:33:19Z,2018-08-28T05:05:23Z,Windsor Town Council Honour Roll 1914 to 1925,CSV,https://data.qld.gov.au/dataset/a47fa641-6d03-426b-998d-c18534c46c67,Creative Commons Attribution 4.0,Housing and Public Works,Queensland Government,
"This index was compiled from the Honour Roll kept by the Windsor Town Council between 1914 and 1925, and from additional soldier research completed by Queensland State Archives staff and volunteers. Read more about the [Honour Roll](http://archives.qld.gov.au/Researchers/Indexes/war/Pages/windsor.aspx).",2015-11-24T05:31:47Z,2018-09-04T04:44:47Z,Windsor Town Council Honour Roll 1914 to 1925,https://data.qld.gov.au/dataset/a47fa641-6d03-426b-998d-c18534c46c67/resource/d1004366-2267-43c1-a584-3a842e937175/download/windsor-honour-roll-1914-1925.json,,"This open data file lists the names of civilians serving in the First World War as recorded in the Windsor Town Council Honour Roll for the period 1914 to 1925 . Information also includes the rank, honours, Service Number and Queensland State Archives' catalogue details.",2018-09-04T04:44:47Z,2018-09-04T04:44:47Z,Windsor Town Council Honour Roll 1914 to 1925 JSON,JSON,https://data.qld.gov.au/dataset/a47fa641-6d03-426b-998d-c18534c46c67,Creative Commons Attribution 4.0,Housing and Public Works,Queensland Government,
"This index was compiled from the admission and discharge registers of girls entering and leaving the school as created by the Industrial School for Girls, Toowoomba between 1881 and 1903. Read more about these admission and discharge registers(https://www.qld.gov.au/recreation/arts/heritage/archives/collection/schools).",2014-11-03T04:20:30Z,2018-12-20T05:26:04Z,Toowoomba Girls Industrial School admissions  and discharges 1881 to 1903,https://data.qld.gov.au/dataset/a7f789f9-0297-42b5-bbfc-171d9e620562/resource/be8a7998-1915-4561-9460-1ef346a68004/download/index-to-admissions-and-discharges-1881-1903-toowoomba-industrial-school-for-girls.csv,,"This open data file lists the names of each of the girls who entered and were discharged from the Industrial School for Girls, Toowoomba for the period 1881 to 1903. Information also includes admission number, age, where born, date of admission, date of discharge and Queensland State Archive’s catalogue details.",2014-11-03T04:23:36Z,2018-12-20T00:00Z,Toowoomba Girls Industrial School admissions and discharges 1881 to 1903,CSV,https://data.qld.gov.au/dataset/a7f789f9-0297-42b5-bbfc-171d9e620562,Creative Commons Attribution 4.0,Housing and Public Works,Queensland Government,
This index was compiled from batch files for the admission and discharge of patients to the Roma and Dalby sanatoriums as primarily created by the Home Secretary's Office between 1897 and 1903. ,2014-09-29T04:42:14Z,2019-01-09T23:40:20Z,Consumptive patients 1897 to 1903,https://data.qld.gov.au/dataset/f7cacf38-4f72-4f97-a393-81c3bfa1f1e8/resource/2a311e6a-17b9-47ad-ae02-0141935c8193/download/consumptive-patients-index-1897-1903.csv,,"This open data file lists the names of patients hospitalised with consumption in the Roma sanatorium and the Jubilee Sanatorium at Dalby for the period 1897 to 1903. Information also includes the date of admission, letter number and Queensland State Archives' catalogue details. ",2014-09-29T04:43:57Z,2019-01-10T00:00Z,Consumptive patients 1897 to 1903,CSV,https://data.qld.gov.au/dataset/f7cacf38-4f72-4f97-a393-81c3bfa1f1e8,Creative Commons Attribution 4.0,Housing and Public Works,Queensland Government,
"This index was compiled from the Alphabetical Register of Pastoral Holdings, 1863 to 1880, as kept by the Lands Department, recording the names of early pastoral holdings (known as Stations) in Queensland and the names of runs that were incorporated in them. Read more about this [register](http://www.archives.qld.gov.au/Researchers/Indexes/Lands/Pages/Alphabetic-Register-of-Pastoral-Holdings-1863-1880-.aspx).",2016-04-06T06:55:29Z,2019-01-07T06:36:27Z,Register of pastoral holdings 1863 to 1880,https://data.qld.gov.au/dataset/40b98318-11ab-4c1b-8e41-9b11a2db6071/resource/460e3f22-df6f-4a84-9b67-7fc4b412c9c1/download/index-to-alphabetical-register-of-pastoral-holdings-1863-1880.csv,,"This open data file alphabetically lists the names of the early pastoral holdings, known as Stations, in Queensland and the names of the runs that were incorporated in them. Information also includes the Land Agent District, page number and Queensland State Archives' catalogue details.",2016-04-06T06:57:08Z,2019-01-07T06:36:27Z,Index to Alphabetical register of Pastoral Holdings 1863-1880,CSV,https://data.qld.gov.au/dataset/40b98318-11ab-4c1b-8e41-9b11a2db6071,Creative Commons Attribution 4.0,Housing and Public Works,Queensland Government,
"This index was compiled from the Alphabetical Register of Pastoral Holdings, 1863 to 1880, as kept by the Lands Department, recording the names of early pastoral holdings (known as Stations) in Queensland and the names of runs that were incorporated in them. Read more about this [register](http://www.archives.qld.gov.au/Researchers/Indexes/Lands/Pages/Alphabetic-Register-of-Pastoral-Holdings-1863-1880-.aspx).",2016-04-06T06:55:29Z,2019-01-07T06:36:27Z,Register of pastoral holdings 1863 to 1880,https://data.qld.gov.au/dataset/40b98318-11ab-4c1b-8e41-9b11a2db6071/resource/0239b554-dcb1-447b-b828-69536ae2fb45/download/alphabetical-register-of-pastoral-holdings-1863-1880.json,,"This open data file alphabetically lists the names of the early pastoral holdings, known as Stations, in Queensland and the names of the runs that were incorporated in them. Information also includes the Land Agent District, page number and Queensland State Archives' catalogue details.",2018-09-05T02:09:59Z,2018-09-05T02:09:59Z,Alphabetical register of Pastoral Holdings 1863-1880 JSON,JSON,https://data.qld.gov.au/dataset/40b98318-11ab-4c1b-8e41-9b11a2db6071,Creative Commons Attribution 4.0,Housing and Public Works,Queensland Government,
This index was compiled from papers about the transfer of runs or leases in the Moreton District as primarily created by the Crown Lands Office for the years 1848 to 1906. Read more about [transfer of runs](http://archives.qld.gov.au/Researchers/Indexes/Lands/Pages/Register-of-lands-1848-1874.aspx).,2015-06-01T05:08:07Z,2018-02-02T06:00:18Z,Transfer of runs 1848 to 1874,https://data.qld.gov.au/dataset/53bffe22-95e2-4c99-a410-7d74266a03ed/resource/d2d5b14a-f5c5-4a08-90cb-714b322c8b59/download/transfer-of-runs-1848-1874.csv,,"This open data file lists the names of transferees and the names of runs for transfers from land agents to early settlers, or between the Commissioners of Crown Lands, in the Moreton District from 1848 to 1874. Details include the letter number/s, Land Agent’s District, date and Queensland State Archives' catalogue details.",2015-06-01T05:09:53Z,2017-01-13T01:00:08Z,Transfer of runs 1848 to 1874,CSV,https://data.qld.gov.au/dataset/53bffe22-95e2-4c99-a410-7d74266a03ed,Creative Commons Attribution 4.0,Housing and Public Works,Queensland Government,
This index was compiled from the registers of deaths and special removals as primarily created by the Royal Brisbane and Women’s Hospital between 1899 to 1913. Read more about these [hospital registers](http://www.archives.qld.gov.au/Researchers/Indexes/Hospital/Pages/BrisbaneHospitalDeaths1899.aspx).,2014-09-29T04:04:36Z,2018-09-05T01:31:21Z,Brisbane Hospital registers of deaths 1899 to 1913,https://data.qld.gov.au/dataset/34ff0384-e09a-4ba0-8ea4-f54534e1aace/resource/265df65a-372e-4f90-a6b8-5a47c30fc740/download/brisbane-hospital-deaths-1899-1913.csv,,"This open data file lists the names of patients who died at the Brisbane Hospital during the period 1899 to 1913. Information also includes the age, number, date of death and Queensland State Archives' catalogue details.",2014-09-29T04:08:21Z,2018-09-05T01:27:56Z,Brisbane Hospital registers of deaths 1899 to 1913,CSV,https://data.qld.gov.au/dataset/34ff0384-e09a-4ba0-8ea4-f54534e1aace,Creative Commons Attribution 4.0,Housing and Public Works,Queensland Government,
This index was compiled from the registers of deaths and special removals as primarily created by the Royal Brisbane and Women’s Hospital between 1899 to 1913. Read more about these [hospital registers](http://www.archives.qld.gov.au/Researchers/Indexes/Hospital/Pages/BrisbaneHospitalDeaths1899.aspx).,2014-09-29T04:04:36Z,2018-09-05T01:31:21Z,Brisbane Hospital registers of deaths 1899 to 1913,https://data.qld.gov.au/dataset/34ff0384-e09a-4ba0-8ea4-f54534e1aace/resource/d04d35b7-6d3b-4a79-933c-7fd91a209a4b/download/brisbane-hospital-deaths-1899-1913.json,,"This open data file lists the names of patients who died at the Brisbane Hospital during the period 1899 to 1913. Information also includes the age, number, date of death and Queensland State Archives' catalogue details.",2018-09-05T01:31:21Z,2018-09-05T01:31:20Z,Brisbane Hospital registers of deaths 1899 to 1913 JSON,JSON,https://data.qld.gov.au/dataset/34ff0384-e09a-4ba0-8ea4-f54534e1aace,Creative Commons Attribution 4.0,Housing and Public Works,Queensland Government,
"This index was compiled from the registers of patient admissions created by the Mackay District Hospital, later known as the Mackay Base Hospital,  between 1891 and 1908. Read more about these [hospital registers](http://www.archives.qld.gov.au/Researchers/Indexes/Hospital/Pages/MackayHospitalAdmissions1891.aspx).",2014-09-29T04:55:47Z,2018-02-02T06:00:49Z,Mackay Hospital admissions 1891 to 1908,https://data.qld.gov.au/dataset/55a637d1-a33b-4ab2-9fdf-afc4d953e0e8/resource/4191fe95-9e82-4889-82c8-f58ded312db7/download/mackay-hospital-hospital-admissions-1891-1908.csv,,"This open data file lists the names of patients who were admitted in the Mackay District Hospital, later known as the Mackay Base Hospital, for the period 1891 to 1908. Information also includes the age, date of admission and Queensland State Archives' catalogue details.",2014-09-29T04:57:13Z,2017-06-30T06:44:27Z,Mackay Hospital admissions 1891 to 1908,CSV,https://data.qld.gov.au/dataset/55a637d1-a33b-4ab2-9fdf-afc4d953e0e8,Creative Commons Attribution 4.0,Housing and Public Works,Queensland Government,
"Registers of miners' rights issued and of Warden's collections generally. Nov 1874 - Nov 1880. Extracts from a Mining Warden's register showing business licences issued at Palmerville, Upper Camp and Edwardstown (the original name for Maytown).",2018-04-26T22:49:18Z,2018-09-05T02:48:04Z,Miners Rights and Warden's Collections (Palmer Goldfields) 1874-1880,https://data.qld.gov.au/dataset/129e34d7-9c17-4a63-ba70-6e297050e559/resource/13ac89c4-bb7b-414f-a8c6-5cf5ee5bc841/download/miners-rights-and-wardens-collections-palmer-goldfields-1874-1880.csv,,"Registers of miners' rights issued and of Warden's collections generally. Nov 1874 - Nov 1880. Extracts from a Mining Warden's register showing business licences issued at Palmerville, Upper Camp and Edwardstown (the original name for Maytown).",2018-04-26T22:50:04Z,2018-09-05T02:08:25Z,Miners Rights and Warden's Collections (Palmer Goldfields) 1874-1880,CSV,https://data.qld.gov.au/dataset/129e34d7-9c17-4a63-ba70-6e297050e559,Creative Commons Attribution 4.0,Housing and Public Works,Queensland Government,
"Registers of miners' rights issued and of Warden's collections generally. Nov 1874 - Nov 1880. Extracts from a Mining Warden's register showing business licences issued at Palmerville, Upper Camp and Edwardstown (the original name for Maytown).",2018-04-26T22:49:18Z,2018-09-05T02:48:04Z,Miners Rights and Warden's Collections (Palmer Goldfields) 1874-1880,https://data.qld.gov.au/dataset/129e34d7-9c17-4a63-ba70-6e297050e559/resource/f0b25a24-eda0-48a7-8153-52e7f0b13609/download/miners-rights-and-wardens-collections-palmer-goldfields-1874-1880.json,,"Registers of miners' rights issued and of Warden's collections generally. Nov 1874 - Nov 1880. Extracts from a Mining Warden's register showing business licences issued at Palmerville, Upper Camp and Edwardstown (the original name for Maytown).",2018-09-05T02:48:04Z,2018-09-05T02:48:04Z,Miners Rights and Warden's Collections (Palmer Goldfields) 1874-1880,JSON,https://data.qld.gov.au/dataset/129e34d7-9c17-4a63-ba70-6e297050e559,Creative Commons Attribution 4.0,Housing and Public Works,Queensland Government,
"This index was compiled from the miscellaneous Aboriginal and Torres Strait Islander files and correspondence, and Aboriginal war census returns papers, as primarily created by the Chief Protector of Aboriginals Office for the years 1915 to 1916. Read more about the [war census](http://www.archives.qld.gov.au/Researchers/Indexes/Indigenous/Pages/Aboriginal-War-Census-returns-1915-1916.aspx).",2015-07-08T05:49:50Z,2018-12-20T05:12:39Z,Aboriginal War Census 1915 to 1916,https://data.qld.gov.au/dataset/74824ca8-2ba5-40d2-a7a0-f4d2f69e3dff/resource/306fcd00-26ea-44fa-914f-1476732f6b98/download/aboriginal-war-census-returns-1915-1916-index.csv,,"This open data file records Aboriginal peoples living at various settlements for war census purposes between the years 1915 to 1916. Information also includes the district or settlement, the closest town and Queensland State Archives' catalogue details. ",2015-07-08T05:51:31Z,2018-12-20T00:00Z,Aboriginal War Census 1915 to 1916,CSV,https://data.qld.gov.au/dataset/74824ca8-2ba5-40d2-a7a0-f4d2f69e3dff,Creative Commons Attribution 4.0,Housing and Public Works,Queensland Government,
This index of nominated and assisted immigrants was compiled from various records created by the Immigration Department and the State Migration Office relating to voyages of the Oronsay between 1925 and 1972.  Read more about these various [Oronsay records](http://archives.qld.gov.au/Researchers/Indexes/Immigration/Pages/Oronsay-immigration-1925-1972.aspx).,2015-05-28T05:28:02Z,2018-08-30T02:14:02Z,Oronsay immigration 1925 to 1972,https://data.qld.gov.au/dataset/eea439b1-f2c9-4ee3-858f-e4583b52f344/resource/fbdbc235-45c3-4f55-96c4-29acfdd04c86/download/oronsay-immigration-1925-1972.csv,,"This open data file lists the names of nominated and assisted immigrants who sailed for Queensland on the Oronsay between the years 1925 and 1972. Information also includes age, file number, certificate number and Queensland State Archives' catalogue details.",2015-05-28T05:32:02Z,2018-08-30T00:00Z,Oronsay immigration 1925 to 1972,CSV,https://data.qld.gov.au/dataset/eea439b1-f2c9-4ee3-858f-e4583b52f344,Creative Commons Attribution 4.0,Housing and Public Works,Queensland Government,
This index of nominated and assisted immigrants was compiled from various records created by the Immigration Department and the State Migration Office relating to voyages of the Oronsay between 1925 and 1972.  Read more about these various [Oronsay records](http://archives.qld.gov.au/Researchers/Indexes/Immigration/Pages/Oronsay-immigration-1925-1972.aspx).,2015-05-28T05:28:02Z,2018-08-30T02:14:02Z,Oronsay immigration 1925 to 1972,https://data.qld.gov.au/dataset/eea439b1-f2c9-4ee3-858f-e4583b52f344/resource/e590bab9-6417-4843-b4c1-a9b4f29a91ce/download/oronsay-immigration-1925-1972.json,,"NOTE: JSON data set is experimental. Use CSV resource in case of errors.

This open data file lists the names of nominated and assisted immigrants who sailed for Queensland on the Oronsay between the years 1925 and 1972. Information also includes age, file number, certificate number and Queensland State Archives' catalogue details.",2018-08-30T02:11:58Z,2018-08-30T02:14:02Z,Oronsay immigration 1925 to 1972 JSON,JSON,https://data.qld.gov.au/dataset/eea439b1-f2c9-4ee3-858f-e4583b52f344,Creative Commons Attribution 4.0,Housing and Public Works,Queensland Government,
"This index was compiled from the registers of patient deaths as primarily created by the Royal Brisbane and Women’s Hospital between 1933 and 1963. Read more about these [hospital registers](http://www.archives.qld.gov.au/Researchers/Indexes/Hospital/Pages/BrisbaneHospitalDeaths1933.aspx). Note, this index has been updated to include the years 1953 to 1963.",2014-09-29T04:14:30Z,2018-09-05T02:54:12Z,Brisbane Hospital registers of deaths 1933 to 1963,https://data.qld.gov.au/dataset/4f55671b-af6d-48e6-9510-4c73524dd3a7/resource/aa0c1fd9-297a-44e1-b032-adc563d3b646/download/brisbane-hospital-registers-deaths-1933-1963.csv,,"This open data file lists the names of patients who died at the Brisbane Hospital during the period 1933 to 1963. Information also includes the age, ordinal number of death, date of death and Queensland State Archives' catalogue details.",2014-09-29T04:19:50Z,2018-09-05T02:08:13Z,Brisbane Hospital registers of deaths 1933 to 1963,CSV,https://data.qld.gov.au/dataset/4f55671b-af6d-48e6-9510-4c73524dd3a7,Creative Commons Attribution 4.0,Housing and Public Works,Queensland Government,
"This index was compiled from the registers of patient deaths as primarily created by the Royal Brisbane and Women’s Hospital between 1933 and 1963. Read more about these [hospital registers](http://www.archives.qld.gov.au/Researchers/Indexes/Hospital/Pages/BrisbaneHospitalDeaths1933.aspx). Note, this index has been updated to include the years 1953 to 1963.",2014-09-29T04:14:30Z,2018-09-05T02:54:12Z,Brisbane Hospital registers of deaths 1933 to 1963,https://data.qld.gov.au/dataset/4f55671b-af6d-48e6-9510-4c73524dd3a7/resource/0de142af-6d9b-4b9e-988b-1d14e8714c15/download/brisbane-hospital-registers-deaths-1933-1963.json,,"This open data file lists the names of patients who died at the Brisbane Hospital during the period 1933 to 1963. Information also includes the age, ordinal number of death, date of death and Queensland State Archives' catalogue details.",2018-09-05T02:54:12Z,2018-09-05T02:54:11Z,Brisbane Hospital registers of deaths 1933 to 1963,JSON,https://data.qld.gov.au/dataset/4f55671b-af6d-48e6-9510-4c73524dd3a7,Creative Commons Attribution 4.0,Housing and Public Works,Queensland Government,
"This index was compiled from the Lists of Land Sold - Colony of Queensland as created by the Moreton Bay District Survey Office, New South Wales from 1842 to 1859. Read more about these [land registers](http://www.archives.qld.gov.au/Researchers/Indexes/Lands/Pages/RegisterofLandsSold1842.aspx).",2014-01-05T23:17:03Z,2018-09-05T01:53:12Z,Register of land sold 1842 to 1859,https://data.qld.gov.au/dataset/926b2ea1-78c1-4f0a-a1a9-83da92b2fc6d/resource/f53dfd13-970a-45ac-9567-d7c8fc2652b6/download/register-of-land-sold-1842-1859.csv,,"This open data file lists the names of people who purchased land sold in what became the Colony of Queensland. Information also includes the date of sale, lot number, the parish, town or place and Queensland State Archives’ catalogue details.",2014-01-05T23:18:10Z,2018-09-05T01:49:30Z,Register of land sold 1842 to 1859,CSV,https://data.qld.gov.au/dataset/926b2ea1-78c1-4f0a-a1a9-83da92b2fc6d,Creative Commons Attribution 4.0,Housing and Public Works,Queensland Government,
"This index was compiled from the Lists of Land Sold - Colony of Queensland as created by the Moreton Bay District Survey Office, New South Wales from 1842 to 1859. Read more about these [land registers](http://www.archives.qld.gov.au/Researchers/Indexes/Lands/Pages/RegisterofLandsSold1842.aspx).",2014-01-05T23:17:03Z,2018-09-05T01:53:12Z,Register of land sold 1842 to 1859,https://data.qld.gov.au/dataset/926b2ea1-78c1-4f0a-a1a9-83da92b2fc6d/resource/af823c77-0882-4182-bcb2-5ba1bf54a275/download/register-of-land-sold-1842-1859.json,,"This open data file lists the names of people who purchased land sold in what became the Colony of Queensland. Information also includes the date of sale, lot number, the parish, town or place and Queensland State Archives’ catalogue details.",2018-09-05T01:53:12Z,2018-09-05T01:53:12Z,Register of land sold 1842 to 1859 JSON,JSON,https://data.qld.gov.au/dataset/926b2ea1-78c1-4f0a-a1a9-83da92b2fc6d,Creative Commons Attribution 4.0,Housing and Public Works,Queensland Government,
"This index was complied from the Files for Trustees created as a result of the Trustees Act of 1889 by Queensland Supreme Court, Southern District, Brisbane from 1889 to 1929. ",2013-03-04T06:27:18Z,2018-09-04T05:49:16Z,Trustee files 1889 to 1929,https://data.qld.gov.au/dataset/92b77bd9-d694-4a4c-949b-8b21513756be/resource/0670ed05-f1a7-4b96-bd26-caa3f474e077/download/trustee-files-1889-1929.csv,,"This open data file lists the names of deceased persons where a trust was established for their estate under the Trustees Act of 1889. Information includes the date of death, trustee file number, equity file number and Queensland State Archives' catalogue details.",2013-03-04T00:28:16Z,2018-09-04T05:48:28Z,Trustees files 1889 to 1929,CSV,https://data.qld.gov.au/dataset/92b77bd9-d694-4a4c-949b-8b21513756be,Creative Commons Attribution 4.0,Housing and Public Works,Queensland Government,
"This index was complied from the Files for Trustees created as a result of the Trustees Act of 1889 by Queensland Supreme Court, Southern District, Brisbane from 1889 to 1929. ",2013-03-04T06:27:18Z,2018-09-04T05:49:16Z,Trustee files 1889 to 1929,https://data.qld.gov.au/dataset/92b77bd9-d694-4a4c-949b-8b21513756be/resource/b45c8686-21c7-4589-ae7f-0b96f77d6bad/download/trustee-files-1889-1929.json,,"This open data file lists the names of deceased persons where a trust was established for their estate under the Trustees Act of 1889. Information includes the date of death, trustee file number, equity file number and Queensland State Archives' catalogue details.",2018-09-04T05:49:16Z,2018-09-04T05:49:16Z,Trustees files 1889 to 1929 JSON,JSON,https://data.qld.gov.au/dataset/92b77bd9-d694-4a4c-949b-8b21513756be,Creative Commons Attribution 4.0,Housing and Public Works,Queensland Government,
This index was compiled from several series of records relating to land orders as created by the Immigration Department between 1861 and 1874. Read more about these [land orders](http://www.archives.qld.gov.au/Researchers/Indexes/Immigration/Pages/LandOrders.aspx).,2013-06-26T01:52:06Z,2018-09-05T01:55:18Z,Land orders 1861 to 1874,https://data.qld.gov.au/dataset/fc5dd876-5ae3-4b02-8894-c815b53eaedd/resource/030e30af-0c04-427b-a2a1-74799c1f9798/download/land-orders-1861-1874.csv,,"This open data file lists the names of immigrants or companies for whom land order claims were made in relation to passage to Queensland for the period 1861 to 1874. Information includes the land order number, year and Queensland State Archives' catalogue details.",2013-06-25T20:56:09Z,2018-09-05T01:44:27Z,Land orders 1861 to 1874,CSV,https://data.qld.gov.au/dataset/fc5dd876-5ae3-4b02-8894-c815b53eaedd,Creative Commons Attribution 4.0,Housing and Public Works,Queensland Government,
This index was compiled from several series of records relating to land orders as created by the Immigration Department between 1861 and 1874. Read more about these [land orders](http://www.archives.qld.gov.au/Researchers/Indexes/Immigration/Pages/LandOrders.aspx).,2013-06-26T01:52:06Z,2018-09-05T01:55:18Z,Land orders 1861 to 1874,https://data.qld.gov.au/dataset/fc5dd876-5ae3-4b02-8894-c815b53eaedd/resource/c769afdb-c764-4f8c-8459-1e4ac4f394e4/download/land-orders-1861-1874.json,,"This open data file lists the names of immigrants or companies for whom land order claims were made in relation to passage to Queensland for the period 1861 to 1874. Information includes the land order number, year and Queensland State Archives' catalogue details.",2018-09-05T01:55:03Z,2018-09-05T00:00Z,Land orders 1861 to 1874 JSON,JSON,https://data.qld.gov.au/dataset/fc5dd876-5ae3-4b02-8894-c815b53eaedd,Creative Commons Attribution 4.0,Housing and Public Works,Queensland Government,
This index was compiled from the Register of lands sold as created by the Surveyor General’s Department between 1849 and 1861. Read more about this [land register](http://www.archives.qld.gov.au/Researchers/Indexes/Lands/Pages/RegisterofLandsSold1849.aspx).,2014-03-20T23:23:06Z,2018-02-04T23:39:58Z,Register of lands sold 1849 to 1861,https://data.qld.gov.au/dataset/de65716c-2c81-4652-9bb9-b9d2f4cf53c8/resource/0bbbd847-7b15-4a3f-9f26-7aea561d3905/download/register-of-lands-sold-1849-1861.csv,,"This open data file lists the names of purchasers of lands sold or selected between 1849 and 1861 at Ipswich, Brisbane, Warwick, Drayton, Rockhampton, Dalby, Maryborough, Gayndah, Callandoon, Condamine and Gladstone as recorded by the Surveyor General’s Department. Information also includes the date, page number and Queensland State Archives' catalogue details.",2014-03-20T23:24:05Z,2017-01-13T00:41:58Z,Register of lands sold 1849 to 1861,CSV,https://data.qld.gov.au/dataset/de65716c-2c81-4652-9bb9-b9d2f4cf53c8,Creative Commons Attribution 4.0,Housing and Public Works,Queensland Government,
