dataset_title,publisher,author,dataset_issued,dataset_modified,dataset_description,source,info_url,start_date,end_date,file_title,download_url,format,file_description,file_created,file_modified,file_size,licence
South Australian Museum - Australian Helminthological Collection,South Australian Museum,collectionsdata@samuseum.sa.gov.au,2013-05-25T04:34:09.962514,2020-03-17T01:50:08.994682,"The Australian Helminthological Collection (AHC) of the South Australian Museum includes approximately 42,000 registered lots of helminths (e.g. nematodes, tapeworms, and other parasitic flatworms).  Most helminths in the collection are from Australian native vertebrates, but there is material from Australian domestic and zoo animals, livestock and humans and from hosts collected overseas.  Many of the worms in this collection were donated by one of Australia’s most famous parasitologists and zoologists, Professor T. Harvey Johnston.  Some of Johnston’s specimens were collected when he travelled to Antarctica as Chief Zoologist with Sir Douglas Mawson in 1929 as part of the British, Australian and New Zealand Antarctic Research Expeditions.  
Material is either kept in bottles of ethanol or mounted on microscope slides.  The AHC is used frequently by researchers and students, nationally and internationally, for taxonomic and biodiversity studies.
",data.sa.gov.au,https://data.sa.gov.au/data/dataset/f47e5aea-fbcc-49b8-b1b3-b48dca31ec79,1860-2014,,SA Museum Helminthological Collection - Metadata,http://data.sa.gov.au/data/storage/f/2013-05-25T04%3A36%3A18.902Z/metadata-tempate-helminthologicalcollection.doc,DOC,"The Australian Helminthological Collection (AHC) of the South Australian Museum includes approximately 42,000 registered lots of helminths (e.g. nematodes, tapeworms, and other parasitic flatworms).  Most helminths in the collection are from Australian native vertebrates, but there is material from Australian domestic and zoo animals, livestock and humans and from hosts collected overseas.  ",2013-05-24T23:38:23.803390,2014-10-30T09:00:55,851968,Creative Commons Attribution-NonCommercial
South Australian Museum - Australian Helminthological Collection,South Australian Museum,collectionsdata@samuseum.sa.gov.au,2013-05-25T04:34:09.962514,2020-03-17T01:50:08.994682,"The Australian Helminthological Collection (AHC) of the South Australian Museum includes approximately 42,000 registered lots of helminths (e.g. nematodes, tapeworms, and other parasitic flatworms).  Most helminths in the collection are from Australian native vertebrates, but there is material from Australian domestic and zoo animals, livestock and humans and from hosts collected overseas.  Many of the worms in this collection were donated by one of Australia’s most famous parasitologists and zoologists, Professor T. Harvey Johnston.  Some of Johnston’s specimens were collected when he travelled to Antarctica as Chief Zoologist with Sir Douglas Mawson in 1929 as part of the British, Australian and New Zealand Antarctic Research Expeditions.  
Material is either kept in bottles of ethanol or mounted on microscope slides.  The AHC is used frequently by researchers and students, nationally and internationally, for taxonomic and biodiversity studies.
",data.sa.gov.au,https://data.sa.gov.au/data/dataset/f47e5aea-fbcc-49b8-b1b3-b48dca31ec79,1860-2014,,Information about parasitology at the South Australian Museum,http://www.samuseum.sa.gov.au/collections/biological-sciences/parasites,HTML,"The SA Museum manages this dataset using the KE EMu collection management system. In the future these data will be accessible online through the Atlas of Living Australia (www.ala.org.au). At present, the full dataset is published on data.sa.gov.au as a .csv file. ",2014-06-04T07:40:09.281280,,,Creative Commons Attribution-NonCommercial
South Australian Museum Ichthyology Collection,South Australian Museum,South Australian Museum,2013-03-21T05:15:15.690837,2020-02-18T23:51:32.608265,"The South Australian Museum fish collection is comprised of over eleven thousand registered lots. The collection has a strong regional focus with freshwater fishes of southern and central Australia and Southern Ocean marine fishes, including deep-sea species, well represented.

The SA Museum manages this dataset using the EMu collection management system. It is interpreted into the [Darwin Core](http://rs.tdwg.org/dwc/index.htm) metadata schema (DwC) and semi-regularly exported to the [Atlas of Living Australia](http://www.ala.org.au/) (ALA) and the [Online Zoological Collections of Australian Museums](http://www.ozcam.org.au/) (OZCAM). Data sourced from Australian museums on both the ALA and OZCAM should be identical, but on ALA they are combined with observational data from citizen science initiatives and other sources. 

Both of those sites make it possible to combine, interrogate and analyse data through web services such as the [Spatial Analysis Portal](http://spatial.ala.org.au/). In the Spatial Portal ALA data can be combined with meteorological and other environmental data sourced from and made accessible by relevant government agencies. 

Data about endangered species are either withheld from online publication, or coordinates or other data are obscured on the ALA and OZCAM. In those circumstances more specific information is available directly from SA Museum collection managers if it is genuinely required for research purposes. 
SA Museum data can be downloaded in full from the Atlas of Living Australia, or broken down into discipline specific parts (e.g. Herpetology, Mammalogy etc). On download the ALA will request an email address (not mandatory) and a reason for download (mandatory) – this is required to track usage of the ALA data to help data providers determine priorities for upload and improvement.
",data.sa.gov.au,https://data.sa.gov.au/data/dataset/a09d615c-79f1-4918-9cb4-8c4c636c80eb,1880-2014,,SA Museum Ichthyology Collection,http://collections.ala.org.au/public/show/co57,HTML,"The fish collection is comprised of over eleven thousand registered lots. The collection has a strong regional focus with freshwater fishes of southern and central Australia and Southern Ocean marine fishes, including deep-sea species, well represented.",2013-03-21T05:16:04.727350,2013-04-10T03:52:29.999055,32768,Creative Commons Attribution
South Australian Museum Ichthyology Collection,South Australian Museum,South Australian Museum,2013-03-21T05:15:15.690837,2020-02-18T23:51:32.608265,"The South Australian Museum fish collection is comprised of over eleven thousand registered lots. The collection has a strong regional focus with freshwater fishes of southern and central Australia and Southern Ocean marine fishes, including deep-sea species, well represented.

The SA Museum manages this dataset using the EMu collection management system. It is interpreted into the [Darwin Core](http://rs.tdwg.org/dwc/index.htm) metadata schema (DwC) and semi-regularly exported to the [Atlas of Living Australia](http://www.ala.org.au/) (ALA) and the [Online Zoological Collections of Australian Museums](http://www.ozcam.org.au/) (OZCAM). Data sourced from Australian museums on both the ALA and OZCAM should be identical, but on ALA they are combined with observational data from citizen science initiatives and other sources. 

Both of those sites make it possible to combine, interrogate and analyse data through web services such as the [Spatial Analysis Portal](http://spatial.ala.org.au/). In the Spatial Portal ALA data can be combined with meteorological and other environmental data sourced from and made accessible by relevant government agencies. 

Data about endangered species are either withheld from online publication, or coordinates or other data are obscured on the ALA and OZCAM. In those circumstances more specific information is available directly from SA Museum collection managers if it is genuinely required for research purposes. 
SA Museum data can be downloaded in full from the Atlas of Living Australia, or broken down into discipline specific parts (e.g. Herpetology, Mammalogy etc). On download the ALA will request an email address (not mandatory) and a reason for download (mandatory) – this is required to track usage of the ALA data to help data providers determine priorities for upload and improvement.
",data.sa.gov.au,https://data.sa.gov.au/data/dataset/a09d615c-79f1-4918-9cb4-8c4c636c80eb,1880-2014,,Metadata tempate for Ichthyology Collection,http://data.sa.gov.au/data/storage/f/2013-05-15T02%3A32%3A23.338Z/metadata-tempate-ichthyology.doc,DOC,High Level metadata information for Ichthyology Collection,2013-05-14T21:36:03.682895,2014-10-30T09:00:45,851968,Creative Commons Attribution
South Australian Museum Ichthyology Collection,South Australian Museum,South Australian Museum,2013-03-21T05:15:15.690837,2020-02-18T23:51:32.608265,"The South Australian Museum fish collection is comprised of over eleven thousand registered lots. The collection has a strong regional focus with freshwater fishes of southern and central Australia and Southern Ocean marine fishes, including deep-sea species, well represented.

The SA Museum manages this dataset using the EMu collection management system. It is interpreted into the [Darwin Core](http://rs.tdwg.org/dwc/index.htm) metadata schema (DwC) and semi-regularly exported to the [Atlas of Living Australia](http://www.ala.org.au/) (ALA) and the [Online Zoological Collections of Australian Museums](http://www.ozcam.org.au/) (OZCAM). Data sourced from Australian museums on both the ALA and OZCAM should be identical, but on ALA they are combined with observational data from citizen science initiatives and other sources. 

Both of those sites make it possible to combine, interrogate and analyse data through web services such as the [Spatial Analysis Portal](http://spatial.ala.org.au/). In the Spatial Portal ALA data can be combined with meteorological and other environmental data sourced from and made accessible by relevant government agencies. 

Data about endangered species are either withheld from online publication, or coordinates or other data are obscured on the ALA and OZCAM. In those circumstances more specific information is available directly from SA Museum collection managers if it is genuinely required for research purposes. 
SA Museum data can be downloaded in full from the Atlas of Living Australia, or broken down into discipline specific parts (e.g. Herpetology, Mammalogy etc). On download the ALA will request an email address (not mandatory) and a reason for download (mandatory) – this is required to track usage of the ALA data to help data providers determine priorities for upload and improvement.
",data.sa.gov.au,https://data.sa.gov.au/data/dataset/a09d615c-79f1-4918-9cb4-8c4c636c80eb,1880-2014,,Field definitions,https://data.sa.gov.au/data/dataset/a09d615c-79f1-4918-9cb4-8c4c636c80eb/resource/75c5ae89-c3a9-42df-a320-216bf52b0ed8/download/field-definitions-ala-sourced-data.csv,CSV,Field Definitions - Atlas of Living Australia datasets,2013-05-23T20:46:11.826210,2016-06-24T04:16:27.495064,19397,Creative Commons Attribution
South Australian Museum Ichthyology Collection,South Australian Museum,South Australian Museum,2013-03-21T05:15:15.690837,2020-02-18T23:51:32.608265,"The South Australian Museum fish collection is comprised of over eleven thousand registered lots. The collection has a strong regional focus with freshwater fishes of southern and central Australia and Southern Ocean marine fishes, including deep-sea species, well represented.

The SA Museum manages this dataset using the EMu collection management system. It is interpreted into the [Darwin Core](http://rs.tdwg.org/dwc/index.htm) metadata schema (DwC) and semi-regularly exported to the [Atlas of Living Australia](http://www.ala.org.au/) (ALA) and the [Online Zoological Collections of Australian Museums](http://www.ozcam.org.au/) (OZCAM). Data sourced from Australian museums on both the ALA and OZCAM should be identical, but on ALA they are combined with observational data from citizen science initiatives and other sources. 

Both of those sites make it possible to combine, interrogate and analyse data through web services such as the [Spatial Analysis Portal](http://spatial.ala.org.au/). In the Spatial Portal ALA data can be combined with meteorological and other environmental data sourced from and made accessible by relevant government agencies. 

Data about endangered species are either withheld from online publication, or coordinates or other data are obscured on the ALA and OZCAM. In those circumstances more specific information is available directly from SA Museum collection managers if it is genuinely required for research purposes. 
SA Museum data can be downloaded in full from the Atlas of Living Australia, or broken down into discipline specific parts (e.g. Herpetology, Mammalogy etc). On download the ALA will request an email address (not mandatory) and a reason for download (mandatory) – this is required to track usage of the ALA data to help data providers determine priorities for upload and improvement.
",data.sa.gov.au,https://data.sa.gov.au/data/dataset/a09d615c-79f1-4918-9cb4-8c4c636c80eb,1880-2014,,Information about ichthyology at the South Australian Museum,http://www.samuseum.sa.gov.au/collections/biological-sciences/fish,HTML,Information about ichthyology at the South Australian Museum,2014-06-04T08:35:49.718522,2014-06-04T09:00:24.940416,9196,Creative Commons Attribution
South Australian Museum Ornithology Collection,South Australian Museum,Alexis Tindall,2013-03-21T05:59:59.088745,2020-02-18T01:29:42.117037,"This section houses over 55,000 registered and 6,000 unregistered specimens including skins, eggs, skeletons, nests and spirit collections. It has an excellent collection of South Australian species, both historical and recent, a large collection of stomach contents, which is used to determine diets, and an Australia wide collection of eggs. 

The SA Museum manages this dataset using the KE EMu collection management system. It is interpreted into the Darwin Core metadata schema (DwC) and semi-regularly exported to the Atlas of Living Australia (ALA: http://www.ala.org.au/) and the Online Zoological Collections of Australian Museums (OZCAM: http://www.ozcam.org.au/). Information about Darwin Core can be found here: http://rs.tdwg.org/dwc/index.htm. Data sourced from Australian museums on both the ALA and OZCAM should be identical, but on ALA they are combined with observational data from citizen science initiatives and other sources. 

Both of those sites make it possible to combine, interrogate and analyse data through web services such as the Spatial Analysis Portal (http://spatial.ala.org.au/). In the Spatial Portal ALA data can be combined with meteorological and other environmental data sourced from and made accessible by relevant government agencies. 

Data about endangered species are either withheld from online publication, or coordinates or other data are obscured on the ALA and OZCAM. In those circumstances more specific information is available directly from SA Museum collection managers if it is genuinely required for research purposes. 
SA Museum data can be downloaded in full from the Atlas of Living Australia, or broken down into discipline specific parts (e.g. Herpetology, Mammalogy etc). On download the ALA will request an email address (not mandatory) and a reason for download (mandatory) – this is required to track usage of the ALA data to help data providers determine priorities for upload and improvement.
",data.sa.gov.au,https://data.sa.gov.au/data/dataset/a4fbf1a3-bb6f-4b59-860a-3283200e7a90,1860-2014,,SA Museum Ornithology Collection,http://collections.ala.org.au/public/show/co127,Mixed Formats,"This section houses over 55,000 registered and 6,000 unregistered specimens including skins, eggs, skeletons, nests and spirit collections. It has an excellent collection of South Australian species, both historical and recent, a large collection of stomach contents, which is used to determine diets, and an Australia wide collection of eggs.",2013-03-21T06:00:49.912951,2013-04-09T13:48:29.368728,32768,Creative Commons Attribution
South Australian Museum Ornithology Collection,South Australian Museum,Alexis Tindall,2013-03-21T05:59:59.088745,2020-02-18T01:29:42.117037,"This section houses over 55,000 registered and 6,000 unregistered specimens including skins, eggs, skeletons, nests and spirit collections. It has an excellent collection of South Australian species, both historical and recent, a large collection of stomach contents, which is used to determine diets, and an Australia wide collection of eggs. 

The SA Museum manages this dataset using the KE EMu collection management system. It is interpreted into the Darwin Core metadata schema (DwC) and semi-regularly exported to the Atlas of Living Australia (ALA: http://www.ala.org.au/) and the Online Zoological Collections of Australian Museums (OZCAM: http://www.ozcam.org.au/). Information about Darwin Core can be found here: http://rs.tdwg.org/dwc/index.htm. Data sourced from Australian museums on both the ALA and OZCAM should be identical, but on ALA they are combined with observational data from citizen science initiatives and other sources. 

Both of those sites make it possible to combine, interrogate and analyse data through web services such as the Spatial Analysis Portal (http://spatial.ala.org.au/). In the Spatial Portal ALA data can be combined with meteorological and other environmental data sourced from and made accessible by relevant government agencies. 

Data about endangered species are either withheld from online publication, or coordinates or other data are obscured on the ALA and OZCAM. In those circumstances more specific information is available directly from SA Museum collection managers if it is genuinely required for research purposes. 
SA Museum data can be downloaded in full from the Atlas of Living Australia, or broken down into discipline specific parts (e.g. Herpetology, Mammalogy etc). On download the ALA will request an email address (not mandatory) and a reason for download (mandatory) – this is required to track usage of the ALA data to help data providers determine priorities for upload and improvement.
",data.sa.gov.au,https://data.sa.gov.au/data/dataset/a4fbf1a3-bb6f-4b59-860a-3283200e7a90,1860-2014,,Metadata tempate for Ornithology Collection,http://data.sa.gov.au/data/storage/f/2013-05-15T02%3A36%3A42.467Z/metadata-tempate-ornithology.doc,DOC,High level metadata information for Ornithology Collection,2013-05-14T21:38:19.384418,2014-10-30T09:01:26,851968,Creative Commons Attribution
South Australian Museum Ornithology Collection,South Australian Museum,Alexis Tindall,2013-03-21T05:59:59.088745,2020-02-18T01:29:42.117037,"This section houses over 55,000 registered and 6,000 unregistered specimens including skins, eggs, skeletons, nests and spirit collections. It has an excellent collection of South Australian species, both historical and recent, a large collection of stomach contents, which is used to determine diets, and an Australia wide collection of eggs. 

The SA Museum manages this dataset using the KE EMu collection management system. It is interpreted into the Darwin Core metadata schema (DwC) and semi-regularly exported to the Atlas of Living Australia (ALA: http://www.ala.org.au/) and the Online Zoological Collections of Australian Museums (OZCAM: http://www.ozcam.org.au/). Information about Darwin Core can be found here: http://rs.tdwg.org/dwc/index.htm. Data sourced from Australian museums on both the ALA and OZCAM should be identical, but on ALA they are combined with observational data from citizen science initiatives and other sources. 

Both of those sites make it possible to combine, interrogate and analyse data through web services such as the Spatial Analysis Portal (http://spatial.ala.org.au/). In the Spatial Portal ALA data can be combined with meteorological and other environmental data sourced from and made accessible by relevant government agencies. 

Data about endangered species are either withheld from online publication, or coordinates or other data are obscured on the ALA and OZCAM. In those circumstances more specific information is available directly from SA Museum collection managers if it is genuinely required for research purposes. 
SA Museum data can be downloaded in full from the Atlas of Living Australia, or broken down into discipline specific parts (e.g. Herpetology, Mammalogy etc). On download the ALA will request an email address (not mandatory) and a reason for download (mandatory) – this is required to track usage of the ALA data to help data providers determine priorities for upload and improvement.
",data.sa.gov.au,https://data.sa.gov.au/data/dataset/a4fbf1a3-bb6f-4b59-860a-3283200e7a90,1860-2014,,Field definitions,https://data.sa.gov.au/data/dataset/a4fbf1a3-bb6f-4b59-860a-3283200e7a90/resource/d0a45398-a11e-446a-8368-f36c2ff44534/download/field-definitions-ala-sourced-data.csv,CSV,Field Definitions - Atlas of Living Australia datasets,2013-05-23T20:47:30.487267,2016-06-24T04:15:08.432141,19397,Creative Commons Attribution
South Australian Museum Ornithology Collection,South Australian Museum,Alexis Tindall,2013-03-21T05:59:59.088745,2020-02-18T01:29:42.117037,"This section houses over 55,000 registered and 6,000 unregistered specimens including skins, eggs, skeletons, nests and spirit collections. It has an excellent collection of South Australian species, both historical and recent, a large collection of stomach contents, which is used to determine diets, and an Australia wide collection of eggs. 

The SA Museum manages this dataset using the KE EMu collection management system. It is interpreted into the Darwin Core metadata schema (DwC) and semi-regularly exported to the Atlas of Living Australia (ALA: http://www.ala.org.au/) and the Online Zoological Collections of Australian Museums (OZCAM: http://www.ozcam.org.au/). Information about Darwin Core can be found here: http://rs.tdwg.org/dwc/index.htm. Data sourced from Australian museums on both the ALA and OZCAM should be identical, but on ALA they are combined with observational data from citizen science initiatives and other sources. 

Both of those sites make it possible to combine, interrogate and analyse data through web services such as the Spatial Analysis Portal (http://spatial.ala.org.au/). In the Spatial Portal ALA data can be combined with meteorological and other environmental data sourced from and made accessible by relevant government agencies. 

Data about endangered species are either withheld from online publication, or coordinates or other data are obscured on the ALA and OZCAM. In those circumstances more specific information is available directly from SA Museum collection managers if it is genuinely required for research purposes. 
SA Museum data can be downloaded in full from the Atlas of Living Australia, or broken down into discipline specific parts (e.g. Herpetology, Mammalogy etc). On download the ALA will request an email address (not mandatory) and a reason for download (mandatory) – this is required to track usage of the ALA data to help data providers determine priorities for upload and improvement.
",data.sa.gov.au,https://data.sa.gov.au/data/dataset/a4fbf1a3-bb6f-4b59-860a-3283200e7a90,1860-2014,,Information about ornithology at the South Australian Museum,http://www.samuseum.sa.gov.au/collections/biological-sciences/birds,HTML,Information about ornithology at the South Australian Museum.,2014-06-04T08:31:28.782054,2014-06-04T09:00:26.048860,8458,Creative Commons Attribution
South Australian Museum Mammalogy Collection,South Australian Museum,Alexis Tindall,2013-03-21T05:53:24.949394,2020-02-18T01:29:11.710141,"There are over 24,000 specimens in this collection, including skulls, skins, skeletons, spirit specimens, photographs and frozen tissue. It includes over 1600 marine mammals and its comprehensiveness makes this collection the best of its kind in Australia. Other strengths of the collection include South Australian arid zone native mammals, many specimens of extinct species such as the thylacine and large numbers of bat species.

The collection has also historical importance as it includes many specimens from early expeditions in Australia and to the subantarctic Islands and Antarctica. Well-known people such as Sir Douglas Mawson, Edgar R. Waite and Hedley Finlayson have contributed to the collection.

The mammal collection includes sub-fossils and remains from owl pellets. This collection consists entirely of Australian material with 20000 - 25000 specimens covering 76 mammal species (including introduced species). The collection is made up of bulk bone deposits from the floor of caves, bones excavated from sinkholes, bones extracted from predator scats (eg. dingoes, foxes and Ghost Bats), pellets from birds of prey, particularly barn owls (both recent and pre-settlement material), and stick nest rat nests and middens. The sub-fossil collection is the second best of its kind in Australia.

The SA Museum manages this dataset using the KE EMu collection management system. It is interpreted into the Darwin Core metadata schema (DwC) and semi-regularly exported to the Atlas of Living Australia (ALA: http://www.ala.org.au/) and the Online Zoological Collections of Australian Museums (OZCAM: http://www.ozcam.org.au/). Information about Darwin Core can be found here: http://rs.tdwg.org/dwc/index.htm. Data sourced from Australian museums on both the ALA and OZCAM should be identical, but on ALA they are combined with observational data from citizen science initiatives and other sources. 
Both of those sites make it possible to combine, interrogate and analyse data through web services such as the Spatial Analysis Portal (http://spatial.ala.org.au/). In the Spatial Portal ALA data can be combined with meteorological and other environmental data sourced from and made accessible by relevant government agencies. 

Data about endangered species are either withheld from online publication, or coordinates or other data are obscured on the ALA and OZCAM. In those circumstances more specific information is available directly from SA Museum collection managers if it is genuinely required for research purposes. 

SA Museum data can be downloaded in full from the Atlas of Living Australia, or broken down into discipline specific parts (e.g. Herpetology, Mammalogy etc). On download the ALA will request an email address (not mandatory) and a reason for download (mandatory) – this is required to track usage of the ALA data to help data providers determine priorities for upload and improvement.

",data.sa.gov.au,https://data.sa.gov.au/data/dataset/35f2b0e5-a207-4114-b2c5-b2f12aa8b8ad,1880-2014,,SA Museum Mammalogy Collection,http://collections.ala.org.au/public/show/co126,Mixed Formats,"There are over 24,000 specimens in this collection, including skulls, skins, skeletons, spirit specimens, photographs and frozen tissue. It includes over 1600 marine mammals and its comprehensiveness makes this collection the best of its kind in Australia.",2013-03-21T05:54:08.056604,2013-04-09T13:48:31.293049,32768,Creative Commons Attribution
South Australian Museum Mammalogy Collection,South Australian Museum,Alexis Tindall,2013-03-21T05:53:24.949394,2020-02-18T01:29:11.710141,"There are over 24,000 specimens in this collection, including skulls, skins, skeletons, spirit specimens, photographs and frozen tissue. It includes over 1600 marine mammals and its comprehensiveness makes this collection the best of its kind in Australia. Other strengths of the collection include South Australian arid zone native mammals, many specimens of extinct species such as the thylacine and large numbers of bat species.

The collection has also historical importance as it includes many specimens from early expeditions in Australia and to the subantarctic Islands and Antarctica. Well-known people such as Sir Douglas Mawson, Edgar R. Waite and Hedley Finlayson have contributed to the collection.

The mammal collection includes sub-fossils and remains from owl pellets. This collection consists entirely of Australian material with 20000 - 25000 specimens covering 76 mammal species (including introduced species). The collection is made up of bulk bone deposits from the floor of caves, bones excavated from sinkholes, bones extracted from predator scats (eg. dingoes, foxes and Ghost Bats), pellets from birds of prey, particularly barn owls (both recent and pre-settlement material), and stick nest rat nests and middens. The sub-fossil collection is the second best of its kind in Australia.

The SA Museum manages this dataset using the KE EMu collection management system. It is interpreted into the Darwin Core metadata schema (DwC) and semi-regularly exported to the Atlas of Living Australia (ALA: http://www.ala.org.au/) and the Online Zoological Collections of Australian Museums (OZCAM: http://www.ozcam.org.au/). Information about Darwin Core can be found here: http://rs.tdwg.org/dwc/index.htm. Data sourced from Australian museums on both the ALA and OZCAM should be identical, but on ALA they are combined with observational data from citizen science initiatives and other sources. 
Both of those sites make it possible to combine, interrogate and analyse data through web services such as the Spatial Analysis Portal (http://spatial.ala.org.au/). In the Spatial Portal ALA data can be combined with meteorological and other environmental data sourced from and made accessible by relevant government agencies. 

Data about endangered species are either withheld from online publication, or coordinates or other data are obscured on the ALA and OZCAM. In those circumstances more specific information is available directly from SA Museum collection managers if it is genuinely required for research purposes. 

SA Museum data can be downloaded in full from the Atlas of Living Australia, or broken down into discipline specific parts (e.g. Herpetology, Mammalogy etc). On download the ALA will request an email address (not mandatory) and a reason for download (mandatory) – this is required to track usage of the ALA data to help data providers determine priorities for upload and improvement.

",data.sa.gov.au,https://data.sa.gov.au/data/dataset/35f2b0e5-a207-4114-b2c5-b2f12aa8b8ad,1880-2014,,Metadata tempate- Mammalogy.doc,http://data.sa.gov.au/data/storage/f/2013-05-15T02%3A27%3A46.860Z/metadata-tempate-mammalogy.doc,DOC,High Level metadata for Mammalogy Collection.,2013-05-14T21:06:03.749733,2014-10-30T09:01:19,854016,Creative Commons Attribution
South Australian Museum Mammalogy Collection,South Australian Museum,Alexis Tindall,2013-03-21T05:53:24.949394,2020-02-18T01:29:11.710141,"There are over 24,000 specimens in this collection, including skulls, skins, skeletons, spirit specimens, photographs and frozen tissue. It includes over 1600 marine mammals and its comprehensiveness makes this collection the best of its kind in Australia. Other strengths of the collection include South Australian arid zone native mammals, many specimens of extinct species such as the thylacine and large numbers of bat species.

The collection has also historical importance as it includes many specimens from early expeditions in Australia and to the subantarctic Islands and Antarctica. Well-known people such as Sir Douglas Mawson, Edgar R. Waite and Hedley Finlayson have contributed to the collection.

The mammal collection includes sub-fossils and remains from owl pellets. This collection consists entirely of Australian material with 20000 - 25000 specimens covering 76 mammal species (including introduced species). The collection is made up of bulk bone deposits from the floor of caves, bones excavated from sinkholes, bones extracted from predator scats (eg. dingoes, foxes and Ghost Bats), pellets from birds of prey, particularly barn owls (both recent and pre-settlement material), and stick nest rat nests and middens. The sub-fossil collection is the second best of its kind in Australia.

The SA Museum manages this dataset using the KE EMu collection management system. It is interpreted into the Darwin Core metadata schema (DwC) and semi-regularly exported to the Atlas of Living Australia (ALA: http://www.ala.org.au/) and the Online Zoological Collections of Australian Museums (OZCAM: http://www.ozcam.org.au/). Information about Darwin Core can be found here: http://rs.tdwg.org/dwc/index.htm. Data sourced from Australian museums on both the ALA and OZCAM should be identical, but on ALA they are combined with observational data from citizen science initiatives and other sources. 
Both of those sites make it possible to combine, interrogate and analyse data through web services such as the Spatial Analysis Portal (http://spatial.ala.org.au/). In the Spatial Portal ALA data can be combined with meteorological and other environmental data sourced from and made accessible by relevant government agencies. 

Data about endangered species are either withheld from online publication, or coordinates or other data are obscured on the ALA and OZCAM. In those circumstances more specific information is available directly from SA Museum collection managers if it is genuinely required for research purposes. 

SA Museum data can be downloaded in full from the Atlas of Living Australia, or broken down into discipline specific parts (e.g. Herpetology, Mammalogy etc). On download the ALA will request an email address (not mandatory) and a reason for download (mandatory) – this is required to track usage of the ALA data to help data providers determine priorities for upload and improvement.

",data.sa.gov.au,https://data.sa.gov.au/data/dataset/35f2b0e5-a207-4114-b2c5-b2f12aa8b8ad,1880-2014,,Field definitions,https://data.sa.gov.au/data/dataset/35f2b0e5-a207-4114-b2c5-b2f12aa8b8ad/resource/42793acb-0f05-435b-bb80-475f9fd67553/download/field-definitions-ala-sourced-data.csv,CSV,Field Definitions - Atlas of Living Australia datasets,2013-05-23T20:46:54.017940,2016-06-30T05:30:45.221341,19397,Creative Commons Attribution
South Australian Museum Mammalogy Collection,South Australian Museum,Alexis Tindall,2013-03-21T05:53:24.949394,2020-02-18T01:29:11.710141,"There are over 24,000 specimens in this collection, including skulls, skins, skeletons, spirit specimens, photographs and frozen tissue. It includes over 1600 marine mammals and its comprehensiveness makes this collection the best of its kind in Australia. Other strengths of the collection include South Australian arid zone native mammals, many specimens of extinct species such as the thylacine and large numbers of bat species.

The collection has also historical importance as it includes many specimens from early expeditions in Australia and to the subantarctic Islands and Antarctica. Well-known people such as Sir Douglas Mawson, Edgar R. Waite and Hedley Finlayson have contributed to the collection.

The mammal collection includes sub-fossils and remains from owl pellets. This collection consists entirely of Australian material with 20000 - 25000 specimens covering 76 mammal species (including introduced species). The collection is made up of bulk bone deposits from the floor of caves, bones excavated from sinkholes, bones extracted from predator scats (eg. dingoes, foxes and Ghost Bats), pellets from birds of prey, particularly barn owls (both recent and pre-settlement material), and stick nest rat nests and middens. The sub-fossil collection is the second best of its kind in Australia.

The SA Museum manages this dataset using the KE EMu collection management system. It is interpreted into the Darwin Core metadata schema (DwC) and semi-regularly exported to the Atlas of Living Australia (ALA: http://www.ala.org.au/) and the Online Zoological Collections of Australian Museums (OZCAM: http://www.ozcam.org.au/). Information about Darwin Core can be found here: http://rs.tdwg.org/dwc/index.htm. Data sourced from Australian museums on both the ALA and OZCAM should be identical, but on ALA they are combined with observational data from citizen science initiatives and other sources. 
Both of those sites make it possible to combine, interrogate and analyse data through web services such as the Spatial Analysis Portal (http://spatial.ala.org.au/). In the Spatial Portal ALA data can be combined with meteorological and other environmental data sourced from and made accessible by relevant government agencies. 

Data about endangered species are either withheld from online publication, or coordinates or other data are obscured on the ALA and OZCAM. In those circumstances more specific information is available directly from SA Museum collection managers if it is genuinely required for research purposes. 

SA Museum data can be downloaded in full from the Atlas of Living Australia, or broken down into discipline specific parts (e.g. Herpetology, Mammalogy etc). On download the ALA will request an email address (not mandatory) and a reason for download (mandatory) – this is required to track usage of the ALA data to help data providers determine priorities for upload and improvement.

",data.sa.gov.au,https://data.sa.gov.au/data/dataset/35f2b0e5-a207-4114-b2c5-b2f12aa8b8ad,1880-2014,,Information about mammalogy at the South Australian Museum,http://www.samuseum.sa.gov.au/collections/biological-sciences/mammals,HTML,Information about mammalogy at the South Australian Museum.,2014-06-04T08:40:10.088620,2014-06-04T09:00:23.571729,9232,Creative Commons Attribution
